record_id,timestamp,device_id,employee_id,department,shift,scheduled_start,scheduled_end,event_type,fingerprint_id,fingerprint_match,authentication_time_ms,attempt_number,failed_attempt_count_session,enrollment_status,is_late,is_early_exit,device_status,device_health_score,wifi_rssi_dbm,system_uptime_hr,database_sync_status,alert_type,date,hour,day_of_week,is_weekend,week_of_year,match_success,is_multi_attempt,is_unauthorized,auth_time_zscore,is_device_healthy,is_weak_signal,has_alert,is_sync_failed,checkin_time_zscore,is_unusual_checkin_time,usual_device,is_device_mismatch,prev_event_time,minutes_since_last_event,is_rapid_repeat,anomaly_score
9726,2026-07-21 06:08:07,GATE-02,E1040,Production,Morning,06:00:00,14:00:00,Check-In,1040,Yes,386.2,1,0,Not Applicable,No,No,ONLINE,80.6,-53.3,108.21,SYNCED,No Alert,2026-07-21,6,Tuesday,False,30,1,0,0,0.14322345034082462,0,0,0,0,1.1541099139684987,0,GATE-02,0,2026-07-20 14:41:40,926.45,0,0
9761,2026-07-21 13:53:10,GATE-02,E1040,Production,Morning,06:00:00,14:00:00,Check-Out,1040,Yes,337.2,1,0,Not Applicable,No,No,ONLINE,80.3,-59.8,115.961,SYNCED,No Alert,2026-07-21,13,Tuesday,False,30,1,0,0,-0.35344650947792866,0,0,0,0,,0,,0,2026-07-21 06:08:07,465.05,0,0
9879,2026-07-22 06:19:57,GATE-02,E1040,Production,Morning,06:00:00,14:00:00,Check-In,1040,Yes,344.8,2,1,Not Applicable,Yes,No,ONLINE,81.4,-59.5,132.407,SYNCED,Late Arrival,2026-07-22,6,Wednesday,False,30,1,1,0,-0.2764119850978769,0,0,1,0,2.120963583617606,1,GATE-02,0,2026-07-21 13:53:10,986.7833333333333,0,3
9923,2026-07-22 14:13:32,GATE-02,E1040,Production,Morning,06:00:00,14:00:00,Check-Out,1040,Yes,318.5,1,0,Not Applicable,No,No,ONLINE,82.4,-55.9,140.3,SYNCED,No Alert,2026-07-22,14,Wednesday,False,30,1,0,0,-0.5429919839393711,0,0,0,0,,0,,0,2026-07-22 06:19:57,473.5833333333333,0,0
25,2026-05-01 13:36:20,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,235.5,1,0,Not Applicable,No,No,ONLINE,98.2,-59.5,13.606,SYNCED,No Alert,2026-05-01,13,Friday,False,18,1,0,0,-1.3842900791425654,1,0,0,0,-1.6752898647724817,0,GATE-02,0,,,0,0
106,2026-05-01 22:17:48,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,335.9,3,2,Not Applicable,No,No,ONLINE,93.9,-62.1,22.297,SYNCED,No Alert,2026-05-01,22,Friday,False,18,1,1,0,-0.36662346759556913,1,0,0,0,,0,,0,2026-05-01 13:36:20,521.4666666666667,0,1
187,2026-05-02 14:06:02,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,328.5,1,0,Not Applicable,No,No,ONLINE,94.1,-54.2,38.101,SYNCED,No Alert,2026-05-02,14,Saturday,True,18,1,0,0,-0.4416307676498296,1,0,0,0,0.551974117294977,0,GATE-02,0,2026-05-01 22:17:48,948.2333333333333,0,0
235,2026-05-02 22:12:24,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,341.8,2,1,Not Applicable,No,No,ONLINE,96.3,-62.5,46.207,SYNCED,No Alert,2026-05-02,22,Saturday,True,18,1,1,0,-0.30682034998473934,1,0,0,0,,0,,0,2026-05-02 14:06:02,486.3666666666667,0,1
310,2026-05-04 13:52:12,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,367.7,1,0,Not Applicable,No,No,ONLINE,94.6,-49.1,85.87,SYNCED,No Alert,2026-05-04,13,Monday,False,19,1,0,0,-0.04429479979482713,1,0,0,0,-0.4874157410031703,0,GATE-02,0,2026-05-02 22:12:24,2379.8,0,0
383,2026-05-04 22:20:06,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,419.8,2,1,Not Applicable,No,No,ONLINE,93.9,-62.1,94.335,SYNCED,No Alert,2026-05-04,22,Monday,False,19,1,1,0,0.4837971370736842,1,0,0,0,,0,,0,2026-05-04 13:52:12,507.9,0,1
459,2026-05-05 14:05:12,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,366.3,1,0,Not Applicable,No,No,ONLINE,91.0,-62.0,110.087,SYNCED,No Alert,2026-05-05,14,Tuesday,False,19,1,0,0,-0.058485370075362704,1,0,0,0,0.4777319845593951,0,GATE-02,0,2026-05-04 22:20:06,945.1,0,0
515,2026-05-05 22:16:37,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,318.3,1,0,Not Applicable,No,No,ONLINE,93.9,-61.8,118.277,SYNCED,No Alert,2026-05-05,22,Tuesday,False,19,1,0,0,-0.5450192082651618,1,0,0,0,,0,,0,2026-05-05 14:05:12,491.4166666666667,0,0
573,2026-05-06 13:42:07,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,300.3,2,1,Not Applicable,No,No,ONLINE,90.6,-61.2,133.702,SYNCED,No Alert,2026-05-06,13,Wednesday,False,19,1,1,0,-0.7274693975863364,1,0,0,0,-1.2298370683589899,0,GATE-02,0,2026-05-05 22:16:37,925.5,0,1
626,2026-05-06 21:53:49,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,308.6,1,0,Not Applicable,No,No,ONLINE,91.7,-58.0,141.897,SYNCED,No Alert,2026-05-06,21,Wednesday,False,19,1,0,0,-0.6433395880660169,1,0,0,0,,0,,0,2026-05-06 13:42:07,491.7,0,0
718,2026-05-07 13:59:03,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,409.4,1,0,Not Applicable,No,No,ONLINE,90.4,-57.1,157.984,SYNCED,No Alert,2026-05-07,13,Thursday,False,19,1,0,0,0.37838147213256074,1,0,0,0,0.032279188145903366,0,GATE-02,0,2026-05-06 21:53:49,965.2333333333333,0,0
791,2026-05-07 22:15:19,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,393.2,1,0,Not Applicable,No,No,ONLINE,89.4,-55.0,166.255,SYNCED,No Alert,2026-05-07,22,Thursday,False,19,1,0,0,0.21417630174350363,0,0,0,0,,0,,0,2026-05-07 13:59:03,496.26666666666665,0,0
870,2026-05-08 14:02:15,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,313.1,2,1,Not Applicable,No,No,ONLINE,89.8,-56.9,6.292,SYNCED,No Alert,2026-05-08,14,Friday,False,19,1,1,0,-0.5977270407357232,0,0,0,0,0.25500558635264925,0,GATE-02,0,2026-05-07 22:15:19,946.9333333333333,0,1
926,2026-05-08 22:10:10,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,278.0,1,0,Not Applicable,No,No,ONLINE,90.0,-61.9,14.424,SYNCED,No Alert,2026-05-08,22,Friday,False,19,1,0,0,-0.9535049099120141,1,0,0,0,,0,,0,2026-05-08 14:02:15,487.9166666666667,0,0
996,2026-05-09 13:31:02,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,305.2,1,0,Not Applicable,No,No,ONLINE,89.4,-55.9,29.771,SYNCED,No Alert,2026-05-09,13,Saturday,True,19,1,0,0,-0.6778024016044614,0,0,0,0,-2.0465005284503914,1,GATE-02,0,2026-05-08 22:10:10,920.8666666666667,0,1
1061,2026-05-09 21:51:23,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,313.4,1,0,Not Applicable,No,No,ONLINE,88.9,-58.1,38.111,SYNCED,No Alert,2026-05-09,21,Saturday,True,19,1,0,0,-0.5946862042470374,0,0,0,0,,0,,0,2026-05-09 13:31:02,500.35,0,0
1152,2026-05-11 13:53:00,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,267.1,1,0,Not Applicable,No,No,ONLINE,88.5,-55.8,78.138,SYNCED,No Alert,2026-05-11,13,Monday,False,20,1,0,0,-1.063988635667614,0,0,0,0,-0.41317360826758837,0,GATE-02,0,2026-05-09 21:51:23,2401.616666666667,0,0
1214,2026-05-11 22:10:38,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,267.7,1,0,Not Applicable,No,No,ONLINE,88.4,-58.8,86.432,SYNCED,No Alert,2026-05-11,22,Monday,False,20,1,0,0,-1.057906962690242,0,0,0,0,,0,,0,2026-05-11 13:53:00,497.6333333333333,0,0
1303,2026-05-12 14:03:44,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,377.5,1,0,Not Applicable,No,No,ONLINE,86.8,-62.7,102.317,SYNCED,No Alert,2026-05-12,14,Tuesday,False,20,1,0,0,0.05503919216892363,0,0,0,0,0.3292477190882312,0,GATE-02,0,2026-05-11 22:10:38,953.1,0,0
1344,2026-05-12 21:53:24,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,402.6,1,0,Not Applicable,No,No,ONLINE,88.4,-61.3,110.144,SYNCED,No Alert,2026-05-12,21,Tuesday,False,20,1,0,0,0.309455845055673,0,0,0,0,,0,,0,2026-05-12 14:03:44,469.6666666666667,0,0
1429,2026-05-13 13:46:43,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,340.3,1,0,Not Applicable,No,No,ONLINE,86.0,-57.9,126.033,SYNCED,No Alert,2026-05-13,13,Wednesday,False,20,1,0,0,-0.32202453242817053,0,0,0,0,-0.9328685374166621,0,GATE-02,0,2026-05-12 21:53:24,953.3166666666667,0,0
1506,2026-05-13 22:29:27,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,411.9,1,0,Not Applicable,No,No,ONLINE,88.2,-61.5,134.745,SYNCED,No Alert,2026-05-13,22,Wednesday,False,20,1,0,0,0.4037217762049461,0,0,0,0,,0,,0,2026-05-13 13:46:43,522.7333333333333,0,0
1585,2026-05-14 14:10:19,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,313.5,1,0,Not Applicable,Yes,No,ONLINE,87.6,-56.1,150.426,SYNCED,Late Arrival,2026-05-14,14,Thursday,False,20,1,0,0,-0.5936725920841418,0,0,1,0,0.8489426482373049,0,GATE-02,0,2026-05-13 22:29:27,940.8666666666667,0,1
1640,2026-05-14 22:16:07,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,409.0,1,0,Not Applicable,No,No,ONLINE,86.0,-55.5,158.523,SYNCED,No Alert,2026-05-14,22,Thursday,False,20,1,0,0,0.3743270234809793,0,0,0,0,,0,,0,2026-05-14 14:10:19,485.8,0,0
1735,2026-05-15 14:16:06,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,367.6,1,0,Not Applicable,Yes,No,ONLINE,87.5,-61.8,174.523,SYNCED,Late Arrival,2026-05-15,14,Friday,False,20,1,0,0,-0.0453084119577222,0,0,1,0,1.2943954446507966,0,GATE-02,0,2026-05-14 22:16:07,959.9833333333333,0,1
1766,2026-05-15 21:54:33,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,327.0,2,1,Not Applicable,No,No,ONLINE,84.2,-63.5,182.163,SYNCED,No Alert,2026-05-15,21,Friday,False,20,1,1,0,-0.45683495009326086,0,0,0,0,,0,,0,2026-05-15 14:16:06,458.45,0,1
1864,2026-05-16 14:09:46,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,289.7,1,0,Not Applicable,No,No,ONLINE,85.7,-65.0,198.417,SYNCED,No Alert,2026-05-16,14,Saturday,True,20,1,0,0,-0.8349122868532507,0,0,0,0,0.7747005155017229,0,GATE-02,0,2026-05-15 21:54:33,975.2166666666667,0,0
1913,2026-05-16 21:59:45,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,346.2,2,1,Not Applicable,No,No,ONLINE,85.0,-62.5,206.25,SYNCED,No Alert,2026-05-16,21,Saturday,True,20,1,1,0,-0.2622214148173413,0,0,0,0,,0,,0,2026-05-16 14:09:46,469.98333333333335,0,1
1990,2026-05-18 13:47:51,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,360.1,2,1,Not Applicable,No,No,ONLINE,81.7,-58.3,246.052,SYNCED,No Alert,2026-05-18,13,Monday,False,21,1,1,0,-0.12132932417487831,0,0,0,0,-0.8586264046810801,0,GATE-02,0,2026-05-16 21:59:45,2388.1,0,1
2050,2026-05-18 21:57:39,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,249.5,1,0,Not Applicable,No,No,ONLINE,82.4,-60.5,254.215,SYNCED,No Alert,2026-05-18,21,Monday,False,21,1,0,0,-1.2423843763372073,0,0,0,0,,0,,0,2026-05-18 13:47:51,489.8,0,0
2267,2026-05-20 13:57:27,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,333.5,1,0,Not Applicable,No,No,ONLINE,80.7,-58.1,294.212,SYNCED,No Alert,2026-05-20,13,Wednesday,False,21,1,0,0,-0.3909501595050589,0,0,0,0,-0.11620507732526054,0,GATE-02,0,2026-05-18 21:57:39,2399.8,0,0
2421,2026-05-21 13:58:56,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,261.1,3,2,Not Applicable,No,No,ONLINE,82.4,-60.2,318.236,SYNCED,No Alert,2026-05-21,13,Thursday,False,21,1,1,0,-1.124805365441339,0,0,0,0,-0.04196294458967859,0,GATE-02,0,2026-05-20 13:57:27,1441.4833333333333,0,1
2487,2026-05-21 22:40:47,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,336.2,1,0,Not Applicable,No,No,ONLINE,83.0,-59.9,326.934,SYNCED,No Alert,2026-05-21,22,Thursday,False,21,1,0,0,-0.36358263110688277,0,0,0,0,,0,,0,2026-05-21 13:58:56,521.85,0,0
2549,2026-05-22 13:50:19,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,274.6,1,0,Not Applicable,No,No,ONLINE,78.6,-59.7,342.093,SYNCED,No Alert,2026-05-22,13,Friday,False,21,1,0,0,-0.9879677234504579,0,0,0,0,-0.6359000064743342,0,GATE-02,0,2026-05-21 22:40:47,909.5333333333333,0,0
2611,2026-05-22 22:03:35,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,305.5,2,1,Not Applicable,No,No,ONLINE,78.8,-59.0,350.314,SYNCED,No Alert,2026-05-22,22,Friday,False,21,1,1,0,-0.674761565115775,0,0,0,0,,0,,0,2026-05-22 13:50:19,493.26666666666665,0,1
2684,2026-05-23 13:46:03,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,311.8,2,1,Not Applicable,No,No,ONLINE,80.7,-54.1,366.022,SYNCED,No Alert,2026-05-23,13,Saturday,True,21,1,1,0,-0.6109039988533638,0,0,0,0,-0.9328685374166621,0,GATE-02,0,2026-05-22 22:03:35,942.4666666666667,0,1
2726,2026-05-23 21:54:36,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,339.7,1,0,Not Applicable,No,No,ONLINE,79.0,-57.6,374.164,SYNCED,No Alert,2026-05-23,21,Saturday,True,21,1,0,0,-0.32810620540554325,0,0,0,0,,0,,0,2026-05-23 13:46:03,488.55,0,0
2851,2026-05-25 14:12:39,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,311.5,1,0,Not Applicable,Yes,No,ONLINE,77.5,-64.3,414.465,SYNCED,Late Arrival,2026-05-25,14,Monday,False,22,1,0,0,-0.6139448353420501,0,0,1,0,0.9974269137084688,0,GATE-02,0,2026-05-23 21:54:36,2418.05,0,1
2900,2026-05-25 22:11:22,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,341.5,1,0,Not Applicable,No,No,ONLINE,77.5,-52.1,422.444,SYNCED,No Alert,2026-05-25,22,Monday,False,22,1,0,0,-0.3098611864734257,0,0,0,0,,0,,0,2026-05-25 14:12:39,478.71666666666664,0,0
3000,2026-05-26 14:21:38,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,315.5,1,0,Not Applicable,Yes,No,ONLINE,77.8,-65.2,438.615,SYNCED,Late Arrival,2026-05-26,14,Tuesday,False,22,1,0,0,-0.5734003488262336,0,0,1,0,1.6656061083287064,0,GATE-02,0,2026-05-25 22:11:22,970.2666666666667,0,1
3039,2026-05-26 22:12:57,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,309.3,1,0,Not Applicable,No,No,ONLINE,77.1,-62.4,446.47,SYNCED,No Alert,2026-05-26,22,Tuesday,False,22,1,0,0,-0.6362443029257492,0,0,0,0,,0,,0,2026-05-26 14:21:38,471.31666666666666,0,0
3127,2026-05-27 14:05:10,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,407.1,1,0,Not Applicable,No,No,ONLINE,78.2,-50.6,462.34,SYNCED,No Alert,2026-05-27,14,Wednesday,False,22,1,0,0,0.35506839238596666,0,0,0,0,0.4777319845593951,0,GATE-02,0,2026-05-26 22:12:57,952.2166666666667,0,0
3174,2026-05-27 22:02:02,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,385.5,1,0,Not Applicable,No,No,ONLINE,74.8,-58.3,470.288,SYNCED,No Alert,2026-05-27,22,Wednesday,False,22,1,0,0,0.13612816520055682,0,0,0,0,,0,,0,2026-05-27 14:05:10,476.8666666666667,0,0
3260,2026-05-28 14:06:56,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,269.5,1,0,Not Applicable,No,No,ONLINE,77.4,-53.7,486.37,SYNCED,No Alert,2026-05-28,14,Thursday,False,22,1,0,0,-1.0396619437581243,0,0,0,0,0.551974117294977,0,GATE-02,0,2026-05-27 22:02:02,964.9,0,0
3304,2026-05-28 21:59:36,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,308.4,1,0,Not Applicable,No,No,ONLINE,76.7,-59.2,494.247,SYNCED,No Alert,2026-05-28,21,Thursday,False,22,1,0,0,-0.6453668123918083,0,0,0,0,,0,,0,2026-05-28 14:06:56,472.6666666666667,0,0
3399,2026-05-29 13:56:08,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,324.5,1,0,Not Applicable,No,No,ONLINE,76.6,-52.3,510.19,SYNCED,No Alert,2026-05-29,13,Friday,False,22,1,0,0,-0.4821752541656462,0,0,0,0,-0.1904472100608425,0,GATE-02,0,2026-05-28 21:59:36,956.5333333333333,0,0
3474,2026-05-29 22:41:40,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,356.0,1,0,Not Applicable,No,No,ONLINE,75.3,-53.2,518.949,SYNCED,No Alert,2026-05-29,22,Friday,False,22,1,0,0,-0.16288742285359054,0,0,0,0,,0,,0,2026-05-29 13:56:08,525.5333333333333,0,0
3539,2026-05-30 13:53:47,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,302.8,2,1,Not Applicable,No,No,ONLINE,74.6,-63.0,534.151,SYNCED,No Alert,2026-05-30,13,Saturday,True,22,1,1,0,-0.7021290935139511,0,0,0,0,-0.41317360826758837,0,GATE-02,0,2026-05-29 22:41:40,912.1166666666667,0,1
3598,2026-05-30 21:55:52,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,418.2,1,0,Not Applicable,No,No,ONLINE,75.8,-63.4,542.185,SYNCED,No Alert,2026-05-30,21,Saturday,True,22,1,0,0,0.46757934246735733,0,0,0,0,,0,,0,2026-05-30 13:53:47,482.0833333333333,0,0
3691,2026-06-01 14:04:12,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,334.2,1,0,Not Applicable,No,No,ONLINE,94.8,-61.9,9.529,SYNCED,No Alert,2026-06-01,14,Monday,False,23,1,0,0,-0.3838548743647911,1,0,0,0,0.40348985182381314,0,GATE-02,0,2026-05-30 21:55:52,2408.3333333333335,0,0
3748,2026-06-01 22:13:17,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,316.1,1,0,Not Applicable,No,No,ONLINE,94.7,-55.3,6.666,SYNCED,No Alert,2026-06-01,22,Monday,False,23,1,0,0,-0.5673186758488609,1,0,0,0,,0,,0,2026-06-01 14:04:12,489.0833333333333,0,0
3834,2026-06-02 13:58:48,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,374.8,1,0,Not Applicable,No,No,ONLINE,95.0,-55.2,22.425,SYNCED,No Alert,2026-06-02,13,Tuesday,False,23,1,0,0,0.02767166377074755,1,0,0,0,-0.04196294458967859,0,GATE-02,0,2026-06-01 22:13:17,945.5166666666667,0,0
3889,2026-06-02 22:12:07,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,349.8,1,0,Not Applicable,No,No,ONLINE,94.9,-63.4,30.647,SYNCED,No Alert,2026-06-02,22,Tuesday,False,23,1,0,0,-0.22573137695310616,1,0,0,0,,0,,0,2026-06-02 13:58:48,493.31666666666666,0,0
3943,2026-06-03 13:37:14,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,420.9,1,0,Not Applicable,No,No,ONLINE,96.0,-65.1,46.065,SYNCED,No Alert,2026-06-03,13,Wednesday,False,23,1,0,0,0.4949468708655334,1,0,0,0,-1.6010477320368997,0,GATE-02,0,2026-06-02 22:12:07,925.1166666666667,0,0
4022,2026-06-03 22:15:29,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,338.7,2,1,Not Applicable,No,No,ONLINE,91.5,-58.7,54.703,SYNCED,No Alert,2026-06-03,22,Wednesday,False,23,1,1,0,-0.3382423270344974,1,0,0,0,,0,,0,2026-06-03 13:37:14,518.25,0,1
4116,2026-06-04 14:22:00,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,357.8,1,0,Not Applicable,Yes,No,ONLINE,92.9,-59.0,70.811,SYNCED,Late Arrival,2026-06-04,14,Thursday,False,23,1,0,0,-0.14464240392147296,1,0,1,0,1.7398482410642884,0,GATE-02,0,2026-06-03 22:15:29,966.5166666666667,0,1
4170,2026-06-04 22:25:39,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,442.3,1,0,Not Applicable,No,No,ONLINE,91.0,-52.8,78.872,SYNCED,No Alert,2026-06-04,22,Thursday,False,23,1,0,0,0.7118598737251526,1,0,0,0,,0,,0,2026-06-04 14:22:00,483.65,0,0
4240,2026-06-05 13:53:55,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,332.5,1,0,Not Applicable,No,No,ONLINE,91.3,-60.4,94.343,SYNCED,No Alert,2026-06-05,13,Friday,False,23,1,0,0,-0.401086281134013,1,0,0,0,-0.41317360826758837,0,GATE-02,0,2026-06-04 22:25:39,928.2666666666667,0,0
4270,2026-06-05 21:36:23,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,330.1,1,0,Not Applicable,No,Yes,ONLINE,92.0,-59.0,102.051,SYNCED,Early Exit,2026-06-05,21,Friday,False,23,1,0,0,-0.42541297304350273,1,0,1,0,,0,,0,2026-06-05 13:53:55,462.46666666666664,0,1
4385,2026-06-06 14:15:35,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,306.4,1,0,Not Applicable,Yes,No,ONLINE,90.5,-60.1,118.704,SYNCED,Late Arrival,2026-06-06,14,Saturday,True,23,1,0,0,-0.6656390556497165,1,0,1,0,1.2201533119152146,0,GATE-02,0,2026-06-05 21:36:23,999.2,0,1
4424,2026-06-06 22:04:59,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,423.0,1,0,Not Applicable,No,No,ONLINE,89.0,-62.6,126.528,SYNCED,No Alert,2026-06-06,22,Saturday,True,23,1,0,0,0.5162327262863373,0,0,0,0,,0,,0,2026-06-06 14:15:35,469.4,0,0
4512,2026-06-08 13:56:09,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,277.9,1,0,Not Applicable,No,No,ONLINE,87.1,-53.8,166.38,SYNCED,No Alert,2026-06-08,13,Monday,False,24,1,0,0,-0.9545185220749097,0,0,0,0,-0.1904472100608425,0,GATE-02,0,2026-06-06 22:04:59,2391.1666666666665,0,0
4562,2026-06-08 21:47:58,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,280.2,1,0,Not Applicable,No,No,ONLINE,90.9,-63.2,174.244,SYNCED,No Alert,2026-06-08,21,Monday,False,24,1,0,0,-0.931205442328315,1,0,0,0,,0,,0,2026-06-08 13:56:09,471.81666666666666,0,0
4654,2026-06-09 13:50:53,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,195.8,2,1,Not Applicable,No,No,ONLINE,88.9,-64.8,190.293,SYNCED,No Alert,2026-06-09,13,Tuesday,False,24,1,1,0,-1.7866941078120449,0,0,0,0,-0.6359000064743342,0,GATE-02,0,2026-06-08 21:47:58,962.9166666666666,0,1
4702,2026-06-09 21:52:16,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,361.0,1,0,Not Applicable,No,No,ONLINE,90.0,-61.4,198.316,SYNCED,No Alert,2026-06-09,21,Tuesday,False,24,1,0,0,-0.11220681470881981,1,0,0,0,,0,,0,2026-06-09 13:50:53,481.3833333333333,0,0
4818,2026-06-10 14:31:31,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,377.9,1,0,Not Applicable,Yes,No,ONLINE,87.1,-64.6,214.97,SYNCED,Late Arrival,2026-06-10,14,Wednesday,False,24,1,0,0,0.05909364082050506,0,0,1,0,2.408027435684526,1,GATE-02,0,2026-06-09 21:52:16,999.25,0,2
4846,2026-06-10 22:01:40,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,333.3,1,0,Not Applicable,No,No,ONLINE,87.8,-56.5,222.473,SYNCED,No Alert,2026-06-10,22,Wednesday,False,24,1,0,0,-0.39297738383084957,0,0,0,0,,0,,0,2026-06-10 14:31:31,450.15,0,0
4945,2026-06-11 14:06:33,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,344.3,1,0,Not Applicable,No,No,ONLINE,87.2,-58.6,238.554,SYNCED,No Alert,2026-06-11,14,Thursday,False,24,1,0,0,-0.281480045912354,0,0,0,0,0.551974117294977,0,GATE-02,0,2026-06-10 22:01:40,964.8833333333333,0,0
5002,2026-06-11 22:23:41,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,336.7,2,1,Not Applicable,No,No,ONLINE,85.6,-57.4,246.839,SYNCED,No Alert,2026-06-11,22,Thursday,False,24,1,1,0,-0.35851457029240574,0,0,0,0,,0,,0,2026-06-11 14:06:33,497.1333333333333,0,1
