record_id,timestamp,device_id,employee_id,department,shift,scheduled_start,scheduled_end,event_type,fingerprint_id,fingerprint_match,authentication_time_ms,attempt_number,failed_attempt_count_session,enrollment_status,is_late,is_early_exit,device_status,device_health_score,wifi_rssi_dbm,system_uptime_hr,database_sync_status,alert_type,date,hour
5101,2026-06-12 18:45:29,GATE-01,E1034,Admin/HR,General,09:30:00,18:30:00,Check-Out,1034,Yes,281.1,3,2,Not Applicable,No,No,ONLINE,87.2,-55.8,27.497,SYNCED,No Alert,2026-06-12,18
5102,2026-06-12 18:53:08,GATE-01,E1014,Admin/HR,General,09:30:00,18:30:00,Check-Out,1014,Yes,331.0,1,0,Not Applicable,No,No,ONLINE,89.1,-46.8,27.625,SYNCED,No Alert,2026-06-12,18
5103,2026-06-12 21:26:29,GATE-02,E1027,Production,Afternoon,14:00:00,22:00:00,Check-Out,1027,Yes,362.3,1,0,Not Applicable,No,Yes,ONLINE,88.8,-57.3,269.886,SYNCED,Early Exit,2026-06-12,21
5104,2026-06-12 21:47:13,GATE-02,E1003,Production,Afternoon,14:00:00,22:00:00,Check-Out,1003,Yes,367.2,1,0,Not Applicable,No,No,ONLINE,86.3,-58.5,270.232,SYNCED,No Alert,2026-06-12,21
5105,2026-06-12 21:47:25,GATE-02,E1035,Packing,Night,22:00:00,06:00:00,Check-In,1035,Yes,400.8,1,0,Not Applicable,No,No,ONLINE,87.8,-59.7,270.235,SYNCED,No Alert,2026-06-12,21
5106,2026-06-12 21:47:25,GATE-02,E1012,Packing,Night,22:00:00,06:00:00,Check-In,1012,Yes,312.0,1,0,Not Applicable,No,No,ONLINE,84.7,-62.3,270.235,SYNCED,No Alert,2026-06-12,21
5107,2026-06-12 21:49:45,GATE-03,E1007,Warehouse,Night,22:00:00,06:00:00,Check-In,1007,Yes,377.3,1,0,Not Applicable,No,No,ONLINE,85.6,-71.0,260.185,SYNCED,No Alert,2026-06-12,21
5108,2026-06-12 21:50:29,GATE-02,E1047,Production,Night,22:00:00,06:00:00,Check-In,1047,Yes,378.8,1,0,Not Applicable,No,No,ONLINE,87.5,-59.3,270.286,SYNCED,No Alert,2026-06-12,21
5109,2026-06-12 21:52:14,GATE-02,E1001,Production,Night,22:00:00,06:00:00,Check-In,1001,Yes,366.9,1,0,Not Applicable,No,No,ONLINE,87.2,-52.5,270.315,SYNCED,No Alert,2026-06-12,21
5110,2026-06-12 21:52:50,GATE-02,E1036,Production,Night,22:00:00,06:00:00,Check-In,1036,Yes,283.8,1,0,Not Applicable,No,No,ONLINE,85.0,-53.7,270.325,SYNCED,No Alert,2026-06-12,21
5111,2026-06-12 21:53:12,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,275.3,1,0,Not Applicable,No,No,ONLINE,87.4,-61.3,270.332,SYNCED,No Alert,2026-06-12,21
5112,2026-06-12 21:54:11,GATE-02,E1010,Production,Night,22:00:00,06:00:00,Check-In,1010,Yes,364.4,1,0,Not Applicable,No,No,ONLINE,85.9,-57.0,270.348,SYNCED,No Alert,2026-06-12,21
5113,2026-06-12 21:54:33,GATE-02,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,501.0,1,1,Not Applicable,No,No,ONLINE,86.3,-60.9,270.354,SYNCED,Unknown Fingerprint,2026-06-12,21
5114,2026-06-12 21:54:38,GATE-02,E1020,Production,Night,22:00:00,06:00:00,Check-In,1020,Yes,373.8,2,1,Not Applicable,No,No,ONLINE,86.6,-58.6,270.355,SYNCED,No Alert,2026-06-12,21
5115,2026-06-12 21:56:49,GATE-02,E1043,Production,Afternoon,14:00:00,22:00:00,Check-Out,1043,Yes,320.8,1,0,Not Applicable,No,No,ONLINE,86.4,-58.9,270.392,SYNCED,No Alert,2026-06-12,21
5116,2026-06-12 21:57:32,GATE-02,E1031,Maintenance,Afternoon,14:00:00,22:00:00,Check-Out,1031,Yes,360.3,1,0,Not Applicable,No,No,ONLINE,85.7,-62.3,270.404,SYNCED,No Alert,2026-06-12,21
5117,2026-06-12 21:58:34,GATE-03,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,500.7,1,1,Not Applicable,No,No,ONLINE,86.6,-75.5,260.332,SYNCED,Unknown Fingerprint,2026-06-12,21
5118,2026-06-12 21:58:37,GATE-01,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,550.8,1,1,Not Applicable,No,No,ONLINE,85.6,-50.1,30.716,SYNCED,Unknown Fingerprint,2026-06-12,21
5119,2026-06-12 21:58:39,GATE-03,E1046,Warehouse,Night,22:00:00,06:00:00,Check-In,1046,Yes,420.8,2,1,Not Applicable,No,No,ONLINE,86.5,-71.9,260.333,SYNCED,No Alert,2026-06-12,21
5120,2026-06-12 21:58:40,GATE-01,E1056,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1056,Yes,291.8,2,1,Not Applicable,No,No,ONLINE,85.4,-52.2,30.717,SYNCED,No Alert,2026-06-12,21
5121,2026-06-12 21:58:59,GATE-01,E1048,Security,Afternoon,14:00:00,22:00:00,Check-Out,1048,Yes,428.4,1,0,Not Applicable,No,No,ONLINE,85.5,-52.4,30.722,SYNCED,No Alert,2026-06-12,21
5122,2026-06-12 21:59:28,GATE-03,E1052,Security,Afternoon,14:00:00,22:00:00,Check-Out,1052,Yes,303.6,1,0,Not Applicable,No,No,ONLINE,85.2,-63.8,260.347,SYNCED,No Alert,2026-06-12,21
5123,2026-06-12 21:59:43,GATE-03,E1002,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1002,Yes,400.6,1,0,Not Applicable,No,No,ONLINE,85.8,-72.2,260.351,SYNCED,No Alert,2026-06-12,21
5124,2026-06-12 22:00:23,GATE-02,E1006,Production,Night,22:00:00,06:00:00,Check-In,1006,Yes,369.3,1,0,Not Applicable,No,No,ONLINE,87.8,-59.7,270.451,SYNCED,No Alert,2026-06-12,22
5125,2026-06-12 22:00:26,GATE-02,E1023,Packing,Night,22:00:00,06:00:00,Check-In,1023,Yes,366.4,1,0,Not Applicable,No,No,ONLINE,85.2,-58.3,270.452,SYNCED,No Alert,2026-06-12,22
5126,2026-06-12 22:00:28,GATE-02,E1022,Production,Night,22:00:00,06:00:00,Check-In,1022,Yes,340.1,1,0,Not Applicable,No,No,ONLINE,87.1,-64.3,270.453,SYNCED,No Alert,2026-06-12,22
5127,2026-06-12 22:00:43,GATE-02,E1025,Production,Night,22:00:00,06:00:00,Check-In,1025,Yes,246.8,1,0,Not Applicable,No,No,ONLINE,86.5,-54.5,270.457,SYNCED,No Alert,2026-06-12,22
5128,2026-06-12 22:02:13,GATE-02,E1057,Packing,Night,22:00:00,06:00:00,Check-In,1057,Yes,359.1,1,0,Not Applicable,No,No,ONLINE,84.9,-61.0,270.482,SYNCED,No Alert,2026-06-12,22
5129,2026-06-12 22:03:45,GATE-01,E1017,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1017,Yes,294.5,1,0,Not Applicable,No,No,ONLINE,86.4,-48.8,30.802,SYNCED,No Alert,2026-06-12,22
5130,2026-06-12 22:03:53,GATE-03,E1038,Warehouse,Night,22:00:00,06:00:00,Check-In,1038,Yes,378.9,1,0,Not Applicable,No,No,ONLINE,86.7,-72.9,260.42,SYNCED,No Alert,2026-06-12,22
5131,2026-06-12 22:06:37,GATE-02,E1049,Production,Night,22:00:00,06:00:00,Check-In,1049,Yes,287.2,1,0,Not Applicable,No,No,ONLINE,87.7,-60.6,270.555,SYNCED,No Alert,2026-06-12,22
5132,2026-06-12 22:06:56,GATE-02,E1013,Security,Night,22:00:00,06:00:00,Check-In,1013,Yes,315.7,1,0,Not Applicable,No,No,ONLINE,86.1,-57.9,270.56,SYNCED,No Alert,2026-06-12,22
5133,2026-06-12 22:08:44,GATE-02,E1021,Production,Afternoon,14:00:00,22:00:00,Check-Out,1021,Yes,307.1,1,0,Not Applicable,No,No,ONLINE,86.2,-57.7,270.59,SYNCED,No Alert,2026-06-12,22
5134,2026-06-12 22:10:14,GATE-02,E1054,Production,Afternoon,14:00:00,22:00:00,Check-Out,1054,Yes,368.5,1,0,Not Applicable,No,No,ONLINE,89.4,-61.0,270.615,SYNCED,No Alert,2026-06-12,22
5135,2026-06-12 22:14:43,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,364.3,1,0,Not Applicable,No,No,ONLINE,86.0,-76.8,260.601,SYNCED,No Alert,2026-06-12,22
5136,2026-06-12 22:15:20,GATE-02,E1051,Maintenance,Afternoon,14:00:00,22:00:00,Check-Out,1051,Yes,377.5,1,0,Not Applicable,No,No,ONLINE,86.4,-63.1,270.7,SYNCED,No Alert,2026-06-12,22
5137,2026-06-12 22:17:35,GATE-03,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,607.3,1,1,Not Applicable,No,No,ONLINE,86.4,-77.1,260.649,SYNCED,Unknown Fingerprint,2026-06-12,22
5138,2026-06-12 22:17:38,GATE-03,E1019,Security,Night,22:00:00,06:00:00,Check-In,1019,Yes,305.5,2,1,Not Applicable,Yes,No,ONLINE,87.0,-72.9,260.649,SYNCED,Late Arrival,2026-06-12,22
5139,2026-06-12 22:19:11,GATE-02,E1016,Packing,Afternoon,14:00:00,22:00:00,Check-Out,1016,Yes,274.0,1,0,Not Applicable,No,No,ONLINE,84.5,-54.3,270.765,SYNCED,No Alert,2026-06-12,22
5140,2026-06-12 22:19:37,GATE-02,E1044,Maintenance,Night,22:00:00,06:00:00,Check-In,1044,Yes,348.1,1,0,Not Applicable,Yes,No,ONLINE,85.7,-64.8,270.772,SYNCED,Late Arrival,2026-06-12,22
5141,2026-06-12 22:22:10,GATE-01,E1029,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1029,Yes,277.0,1,0,Not Applicable,No,No,ONLINE,86.8,-52.6,31.109,SYNCED,No Alert,2026-06-12,22
5142,2026-06-12 22:24:57,GATE-02,E1018,Production,Afternoon,14:00:00,22:00:00,Check-Out,1018,Yes,445.9,1,0,Not Applicable,No,No,ONLINE,87.1,-60.8,270.861,SYNCED,No Alert,2026-06-12,22
5143,2026-06-12 22:33:53,GATE-01,E1039,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1039,Yes,305.4,1,0,Not Applicable,No,No,ONLINE,86.1,-42.8,31.304,SYNCED,No Alert,2026-06-12,22
5144,2026-06-12 22:38:34,GATE-01,E1032,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1032,Yes,382.6,1,0,Not Applicable,No,No,ONLINE,86.1,-47.3,31.382,SYNCED,No Alert,2026-06-12,22
5145,2026-06-13 05:36:23,GATE-02,E1044,Maintenance,Night,22:00:00,06:00:00,Check-Out,1044,Yes,362.1,1,0,Not Applicable,No,Yes,ONLINE,84.8,-57.6,278.051,SYNCED,Early Exit,2026-06-13,5
5146,2026-06-13 05:38:21,GATE-02,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,455.7,1,1,Not Applicable,No,No,ONLINE,86.1,-59.9,278.084,SYNCED,Unknown Fingerprint,2026-06-13,5
5147,2026-06-13 05:38:26,GATE-02,E1040,Production,Morning,06:00:00,14:00:00,Check-In,1040,Yes,304.5,2,1,Not Applicable,No,No,ONLINE,86.2,-58.4,278.085,SYNCED,No Alert,2026-06-13,5
5148,2026-06-13 05:43:48,GATE-02,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,528.4,1,1,Not Applicable,No,No,ONLINE,88.5,-60.7,278.175,SYNCED,Unknown Fingerprint,2026-06-13,5
5149,2026-06-13 05:43:51,GATE-02,E1028,Production,Morning,06:00:00,14:00:00,Check-In,1028,Yes,380.8,2,1,Not Applicable,No,No,ONLINE,86.1,-58.1,278.176,SYNCED,No Alert,2026-06-13,5
5150,2026-06-13 05:49:44,GATE-02,E1012,Packing,Night,22:00:00,06:00:00,Check-Out,1012,Yes,308.8,1,0,Not Applicable,No,No,ONLINE,86.9,-55.9,278.274,SYNCED,No Alert,2026-06-13,5
5151,2026-06-13 05:49:53,GATE-03,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,633.7,1,1,Not Applicable,No,No,ONLINE,87.3,-73.3,1.448,SYNCED,Unknown Fingerprint,2026-06-13,5
5152,2026-06-13 05:49:55,GATE-02,E1037,Production,Morning,06:00:00,14:00:00,Check-In,1037,Yes,338.5,1,0,Not Applicable,No,No,ONLINE,86.7,-55.7,278.277,SYNCED,No Alert,2026-06-13,5
5153,2026-06-13 05:49:58,GATE-03,E1046,Warehouse,Night,22:00:00,06:00:00,Check-Out,1046,Yes,333.4,2,1,Not Applicable,No,No,ONLINE,88.5,-73.5,1.45,SYNCED,No Alert,2026-06-13,5
5154,2026-06-13 05:50:16,GATE-01,E1011,Security,Morning,06:00:00,14:00:00,Check-In,1011,Yes,243.1,1,0,Not Applicable,No,No,ONLINE,85.5,-47.0,38.577,SYNCED,No Alert,2026-06-13,5
5155,2026-06-13 05:51:12,GATE-02,E1025,Production,Night,22:00:00,06:00:00,Check-Out,1025,Yes,434.9,1,0,Not Applicable,No,No,ONLINE,84.8,-56.0,278.298,SYNCED,No Alert,2026-06-13,5
5156,2026-06-13 05:52:04,GATE-02,E1060,Packing,Morning,06:00:00,14:00:00,Check-In,1060,Yes,403.0,1,0,Not Applicable,No,No,ONLINE,86.6,-58.2,278.313,SYNCED,No Alert,2026-06-13,5
5157,2026-06-13 05:52:07,GATE-02,E1010,Production,Night,22:00:00,06:00:00,Check-Out,1010,Yes,374.0,1,0,Not Applicable,No,No,ONLINE,87.3,-61.2,278.313,SYNCED,No Alert,2026-06-13,5
5158,2026-06-13 05:52:09,GATE-02,E1023,Packing,Night,22:00:00,06:00:00,Check-Out,1023,Yes,283.2,1,0,Not Applicable,No,No,ONLINE,87.2,-61.4,278.314,SYNCED,No Alert,2026-06-13,5
5159,2026-06-13 05:56:13,GATE-01,E1042,Security,Morning,06:00:00,14:00:00,Check-In,1042,Yes,461.0,1,0,Not Applicable,No,No,ONLINE,88.7,-51.2,38.676,FAILED,Sync Failure,2026-06-13,5
5160,2026-06-13 05:56:50,GATE-02,E1049,Production,Night,22:00:00,06:00:00,Check-Out,1049,Yes,360.8,1,0,Not Applicable,No,No,ONLINE,86.1,-60.3,278.392,SYNCED,No Alert,2026-06-13,5
5161,2026-06-13 05:58:43,GATE-03,UNVERIFIED,Unknown,Unknown,Not Scheduled,Not Scheduled,Unauthorized Attempt,0,No,650.8,1,0,Not Applicable,No,No,ONLINE,85.0,-67.0,1.596,SYNCED,Unknown Fingerprint,2026-06-13,5
5162,2026-06-13 05:59:57,GATE-02,E1013,Security,Night,22:00:00,06:00:00,Check-Out,1013,Yes,287.0,1,0,Not Applicable,No,No,ONLINE,85.2,-61.1,278.444,SYNCED,No Alert,2026-06-13,5
5163,2026-06-13 06:00:19,GATE-01,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,357.5,1,1,Not Applicable,No,No,ONLINE,87.1,-49.4,38.745,SYNCED,Unknown Fingerprint,2026-06-13,6
5164,2026-06-13 06:00:24,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,236.9,2,1,Not Applicable,No,No,ONLINE,86.9,-51.8,38.746,SYNCED,No Alert,2026-06-13,6
5165,2026-06-13 06:01:09,GATE-02,E1001,Production,Night,22:00:00,06:00:00,Check-Out,1001,Yes,460.8,1,0,Not Applicable,No,No,ONLINE,86.6,-61.5,278.464,SYNCED,No Alert,2026-06-13,6
5166,2026-06-13 06:02:14,GATE-02,E1045,Production,Morning,06:00:00,14:00:00,Check-In,1045,Yes,293.3,1,0,Not Applicable,No,No,ONLINE,88.1,-58.9,278.482,SYNCED,No Alert,2026-06-13,6
5167,2026-06-13 06:03:06,GATE-02,E1005,Production,Morning,06:00:00,14:00:00,Check-In,1005,Yes,401.3,1,0,Not Applicable,No,No,ONLINE,85.9,-62.8,278.496,SYNCED,No Alert,2026-06-13,6
5168,2026-06-13 06:04:15,GATE-02,E1057,Packing,Night,22:00:00,06:00:00,Check-Out,1057,Yes,255.5,1,0,Not Applicable,No,No,ONLINE,87.1,-59.7,278.516,SYNCED,No Alert,2026-06-13,6
5169,2026-06-13 06:05:35,GATE-02,E1036,Production,Night,22:00:00,06:00:00,Check-Out,1036,Yes,318.6,1,0,Not Applicable,No,No,ONLINE,87.2,-56.4,278.538,SYNCED,No Alert,2026-06-13,6
5170,2026-06-13 06:07:44,GATE-01,E1053,Quality Control,Morning,06:00:00,14:00:00,Check-In,1053,Yes,163.4,1,0,Not Applicable,No,No,ONLINE,85.9,-46.3,38.868,SYNCED,No Alert,2026-06-13,6
5171,2026-06-13 06:08:13,GATE-02,E1033,Production,Morning,06:00:00,14:00:00,Check-In,1033,Yes,268.4,1,0,Not Applicable,No,No,ONLINE,86.2,-54.8,278.582,SYNCED,No Alert,2026-06-13,6
5172,2026-06-13 06:10:28,GATE-02,E1059,Production,Morning,06:00:00,14:00:00,Check-In,1059,Yes,400.7,1,0,Not Applicable,Yes,No,ONLINE,85.8,-60.7,278.619,SYNCED,Late Arrival,2026-06-13,6
5173,2026-06-13 06:11:13,GATE-02,E1058,Maintenance,Morning,06:00:00,14:00:00,Check-In,1058,Yes,229.4,1,0,Not Applicable,Yes,No,ONLINE,86.4,-58.0,278.632,SYNCED,Late Arrival,2026-06-13,6
5174,2026-06-13 06:11:13,GATE-02,E1035,Packing,Night,22:00:00,06:00:00,Check-Out,1035,Yes,356.1,1,0,Not Applicable,No,No,ONLINE,86.1,-58.0,278.632,SYNCED,No Alert,2026-06-13,6
5175,2026-06-13 06:12:35,GATE-02,E1022,Production,Night,22:00:00,06:00:00,Check-Out,1022,Yes,406.4,1,0,Not Applicable,No,No,ONLINE,86.8,-54.2,278.654,SYNCED,No Alert,2026-06-13,6
5176,2026-06-13 06:18:46,GATE-03,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,497.9,1,1,Not Applicable,No,No,ONLINE,87.1,-67.2,1.93,SYNCED,Unknown Fingerprint,2026-06-13,6
5177,2026-06-13 06:18:50,GATE-03,E1007,Warehouse,Night,22:00:00,06:00:00,Check-Out,1007,Yes,336.9,2,1,Not Applicable,No,No,ONLINE,85.8,-74.2,1.931,SYNCED,No Alert,2026-06-13,6
5178,2026-06-13 06:21:47,GATE-03,E1038,Warehouse,Night,22:00:00,06:00:00,Check-Out,1038,Yes,321.6,1,0,Not Applicable,No,No,ONLINE,84.9,-71.3,1.98,SYNCED,No Alert,2026-06-13,6
5179,2026-06-13 06:22:47,GATE-03,E1019,Security,Night,22:00:00,06:00:00,Check-Out,1019,Yes,352.1,1,0,Not Applicable,No,No,ONLINE,84.9,-66.2,1.997,SYNCED,No Alert,2026-06-13,6
5180,2026-06-13 06:22:55,GATE-02,E1047,Production,Night,22:00:00,06:00:00,Check-Out,1047,Yes,302.6,1,0,Not Applicable,No,No,ONLINE,87.2,-57.4,278.827,SYNCED,No Alert,2026-06-13,6
5181,2026-06-13 06:31:34,GATE-02,E1006,Production,Night,22:00:00,06:00:00,Check-Out,1006,Yes,353.3,1,0,Not Applicable,No,No,ONLINE,84.0,-61.0,278.971,SYNCED,No Alert,2026-06-13,6
5182,2026-06-13 06:34:50,GATE-02,E1020,Production,Night,22:00:00,06:00:00,Check-Out,1020,Yes,327.9,1,0,Not Applicable,No,No,ONLINE,85.9,-57.2,279.025,SYNCED,No Alert,2026-06-13,6
5183,2026-06-13 09:02:59,GATE-01,UNVERIFIED,Unknown,Unknown,09:30:00,18:30:00,Check-In/Out Attempt,0,No,432.3,1,1,Not Applicable,No,No,ONLINE,88.1,-51.9,41.789,SYNCED,Unknown Fingerprint,2026-06-13,9
5184,2026-06-13 09:03:05,GATE-01,E1026,Admin/HR,General,09:30:00,18:30:00,Check-In,1026,Yes,325.1,2,1,Not Applicable,No,No,ONLINE,85.7,-47.2,41.791,SYNCED,No Alert,2026-06-13,9
5185,2026-06-13 09:20:06,GATE-01,E1030,Admin/HR,General,09:30:00,18:30:00,Check-In,1030,Yes,323.9,1,0,Not Applicable,No,No,ONLINE,84.1,-46.8,42.074,SYNCED,No Alert,2026-06-13,9
5186,2026-06-13 09:23:42,GATE-01,E1034,Admin/HR,General,09:30:00,18:30:00,Check-In,1034,Yes,259.2,1,0,Not Applicable,No,No,ONLINE,85.5,-46.4,42.134,SYNCED,No Alert,2026-06-13,9
5187,2026-06-13 09:28:48,GATE-01,E1004,Admin/HR,General,09:30:00,18:30:00,Check-In,1004,Yes,335.0,1,0,Not Applicable,No,No,ONLINE,85.0,-46.5,42.219,SYNCED,No Alert,2026-06-13,9
5188,2026-06-13 09:29:37,GATE-01,UNVERIFIED,Unknown,Unknown,09:30:00,18:30:00,Check-In/Out Attempt,0,No,378.0,1,1,Not Applicable,No,No,ONLINE,84.6,-46.3,42.233,SYNCED,Unknown Fingerprint,2026-06-13,9
5189,2026-06-13 09:29:42,GATE-01,E1055,Admin/HR,General,09:30:00,18:30:00,Check-In,1055,Yes,250.7,2,1,Not Applicable,No,No,ONLINE,86.7,-50.6,42.234,SYNCED,No Alert,2026-06-13,9
5190,2026-06-13 09:33:28,GATE-01,E1014,Admin/HR,General,09:30:00,18:30:00,Check-In,1014,Yes,378.2,1,0,Not Applicable,No,No,ONLINE,84.8,-46.5,42.297,SYNCED,No Alert,2026-06-13,9
5191,2026-06-13 13:33:45,GATE-02,E1003,Production,Afternoon,14:00:00,22:00:00,Check-In,1003,Yes,370.7,1,0,Not Applicable,No,No,ONLINE,85.6,-55.5,286.007,SYNCED,No Alert,2026-06-13,13
5192,2026-06-13 13:40:57,GATE-03,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,557.5,1,1,Not Applicable,No,No,ONLINE,85.5,-72.0,9.3,SYNCED,Unknown Fingerprint,2026-06-13,13
5193,2026-06-13 13:41:01,GATE-03,E1002,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1002,Yes,339.5,2,1,Not Applicable,No,No,ONLINE,87.5,-69.4,9.301,SYNCED,No Alert,2026-06-13,13
5194,2026-06-13 13:41:47,GATE-03,E1052,Security,Afternoon,14:00:00,22:00:00,Check-In,1052,Yes,342.6,1,0,Not Applicable,No,No,ONLINE,85.5,-72.5,9.313,SYNCED,No Alert,2026-06-13,13
5195,2026-06-13 13:42:01,GATE-02,E1040,Production,Morning,06:00:00,14:00:00,Check-Out,1040,Yes,414.9,1,0,Not Applicable,No,Yes,ONLINE,85.9,-64.3,286.145,SYNCED,Early Exit,2026-06-13,13
5196,2026-06-13 13:42:20,GATE-01,E1048,Security,Afternoon,14:00:00,22:00:00,Check-In,1048,Yes,281.8,1,0,Not Applicable,No,No,ONLINE,85.8,-49.0,46.445,SYNCED,No Alert,2026-06-13,13
5197,2026-06-13 13:43:44,GATE-01,E1029,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1029,Yes,190.2,1,0,Not Applicable,No,No,ONLINE,86.5,-52.0,46.468,SYNCED,No Alert,2026-06-13,13
5198,2026-06-13 13:47:23,GATE-02,E1037,Production,Morning,06:00:00,14:00:00,Check-Out,1037,Yes,335.0,1,0,Not Applicable,No,No,ONLINE,86.4,-60.0,286.234,SYNCED,No Alert,2026-06-13,13
5199,2026-06-13 13:48:07,GATE-02,E1031,Maintenance,Afternoon,14:00:00,22:00:00,Check-In,1031,Yes,276.8,1,0,Not Applicable,No,No,ONLINE,85.3,-63.6,286.247,SYNCED,No Alert,2026-06-13,13
5200,2026-06-13 13:49:02,GATE-01,E1042,Security,Morning,06:00:00,14:00:00,Check-Out,1042,Yes,331.6,1,0,Not Applicable,No,No,ONLINE,84.2,-51.5,46.556,SYNCED,No Alert,2026-06-13,13
5201,2026-06-13 13:52:06,GATE-01,E1011,Security,Morning,06:00:00,14:00:00,Check-Out,1011,Yes,378.8,1,0,Not Applicable,No,No,ONLINE,86.6,-53.4,46.608,SYNCED,No Alert,2026-06-13,13
5202,2026-06-13 13:54:40,GATE-02,E1018,Production,Afternoon,14:00:00,22:00:00,Check-In,1018,Yes,269.8,1,0,Not Applicable,No,No,ONLINE,86.1,-57.4,286.356,SYNCED,No Alert,2026-06-13,13
5203,2026-06-13 13:55:32,GATE-02,E1059,Production,Morning,06:00:00,14:00:00,Check-Out,1059,Yes,339.4,1,0,Not Applicable,No,No,ONLINE,84.8,-51.0,286.37,SYNCED,No Alert,2026-06-13,13
5204,2026-06-13 13:57:32,GATE-02,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,490.5,1,1,Not Applicable,No,No,ONLINE,86.9,-58.5,286.404,SYNCED,Unknown Fingerprint,2026-06-13,13
5205,2026-06-13 13:57:36,GATE-02,E1043,Production,Afternoon,14:00:00,22:00:00,Check-In,1043,Yes,344.9,2,1,Not Applicable,No,No,ONLINE,87.3,-65.9,286.405,SYNCED,No Alert,2026-06-13,13
5206,2026-06-13 13:58:19,GATE-02,E1027,Production,Afternoon,14:00:00,22:00:00,Check-In,1027,Yes,321.1,1,0,Not Applicable,No,No,ONLINE,88.4,-56.7,286.417,SYNCED,No Alert,2026-06-13,13
5207,2026-06-13 13:59:18,GATE-01,E1017,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1017,Yes,365.0,1,0,Not Applicable,No,No,ONLINE,86.5,-47.7,46.728,SYNCED,No Alert,2026-06-13,13
5208,2026-06-13 14:01:03,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,371.8,1,0,Not Applicable,No,No,ONLINE,83.8,-53.9,286.462,SYNCED,No Alert,2026-06-13,14
5209,2026-06-13 14:03:35,GATE-02,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,671.1,1,1,Not Applicable,No,No,ONLINE,84.7,-55.5,286.504,SYNCED,Unknown Fingerprint,2026-06-13,14
5210,2026-06-13 14:03:39,GATE-02,E1051,Maintenance,Afternoon,14:00:00,22:00:00,Check-In,1051,Yes,254.6,2,1,Not Applicable,No,No,ONLINE,86.3,-57.2,286.506,SYNCED,No Alert,2026-06-13,14
5211,2026-06-13 14:04:01,GATE-01,E1032,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1032,Yes,324.5,1,0,Not Applicable,No,No,ONLINE,86.3,-44.6,46.806,SYNCED,No Alert,2026-06-13,14
5212,2026-06-13 14:04:15,GATE-01,E1039,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1039,Yes,374.3,1,0,Not Applicable,No,No,ONLINE,87.1,-53.7,46.81,SYNCED,No Alert,2026-06-13,14
5213,2026-06-13 14:06:06,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,374.4,1,0,Not Applicable,No,No,ONLINE,88.2,-73.3,9.719,SYNCED,No Alert,2026-06-13,14
5214,2026-06-13 14:07:20,GATE-02,E1021,Production,Afternoon,14:00:00,22:00:00,Check-In,1021,Yes,280.0,1,0,Not Applicable,No,No,ONLINE,87.2,-59.6,286.567,SYNCED,No Alert,2026-06-13,14
5215,2026-06-13 14:07:24,GATE-02,E1045,Production,Morning,06:00:00,14:00:00,Check-Out,1045,Yes,427.6,1,0,Not Applicable,No,No,ONLINE,83.2,-59.0,286.568,SYNCED,No Alert,2026-06-13,14
5216,2026-06-13 14:08:17,GATE-02,E1005,Production,Morning,06:00:00,14:00:00,Check-Out,1005,Yes,471.3,1,0,Not Applicable,No,No,ONLINE,85.5,-63.3,286.583,SYNCED,No Alert,2026-06-13,14
